100	-4.76588785047
100.1	-4.70560747664
100.2	-4.6453271028
100.3	-4.58504672897
100.4	-4.52476635514
100.5	-4.46448598131
100.6	-4.40420560748
100.7	-4.34392523364
100.8	-4.28364485981
100.9	-4.22336448598
101	-4.16308411215
101.1	-4.10280373832
101.2	-4.04252336449
101.3	-3.98224299065
101.4	-3.92196261682
101.5	-3.86168224299
101.6	-3.80140186916
101.7	-3.74112149533
101.8	-3.6808411215
101.9	-3.62056074766
102	-3.56028037383
102.1	-3.5
102.2	-3.43971962617
102.3	-3.37943925234
102.4	-3.3191588785
102.5	-3.25887850467
102.6	-3.19859813084
102.7	-3.13831775701
102.8	-3.07803738318
102.9	-3.01775700935
103	-2.95747663551
103.1	-2.89719626168
103.2	-2.83691588785
103.3	-2.77663551402
103.4	-2.71635514019
103.5	-2.65607476636
103.6	-2.59579439252
103.7	-2.53551401869
103.8	-2.47523364486
103.9	-2.41495327103
104	-2.3546728972
104.1	-2.29439252336
104.2	-2.23411214953
