100.6	-5.76588785047
100.7	-5.70560747664
100.8	-5.6453271028
100.9	-5.58504672897
101	-5.52476635514
101.1	-5.46448598131
101.2	-5.40420560748
101.3	-5.34392523364
101.4	-5.28364485981
101.5	-5.22336448598
101.6	-5.16308411215
101.7	-5.10280373832
101.8	-5.04252336449
101.9	-4.98224299065
102	-4.92196261682
102.1	-4.86168224299
102.2	-4.80140186916
102.3	-4.74112149533
102.4	-4.6808411215
102.5	-4.62056074766
102.6	-4.56028037383
102.7	-4.5
102.8	-4.43971962617
102.9	-4.37943925234
103	-4.3191588785
103.1	-4.25887850467
103.2	-4.19859813084
103.3	-4.13831775701
103.4	-4.07803738318
103.5	-4.01775700935
103.6	-3.95747663551
103.7	-3.89719626168
103.8	-3.83691588785
103.9	-3.77663551402
104	-3.71635514019
104.1	-3.65607476636
104.2	-3.59579439252
104.3	-3.53551401869
104.4	-3.47523364486
104.5	-3.41495327103
104.6	-3.3546728972
104.7	-3.29439252336
104.8	-3.23411214953
