98.8	-2.76588785047
98.9	-2.70560747664
99	-2.6453271028
99.1	-2.58504672897
99.2	-2.52476635514
99.3	-2.46448598131
99.4	-2.40420560748
99.5	-2.34392523364
99.6	-2.28364485981
99.7	-2.22336448598
99.8	-2.16308411215
99.9	-2.10280373832
100	-2.04252336449
100.1	-1.98224299065
100.2	-1.92196261682
100.3	-1.86168224299
100.4	-1.80140186916
100.5	-1.74112149533
100.6	-1.6808411215
100.7	-1.62056074766
100.8	-1.56028037383
100.9	-1.5
101	-1.43971962617
101.1	-1.37943925234
101.2	-1.3191588785
101.3	-1.25887850467
101.4	-1.19859813084
101.5	-1.13831775701
101.6	-1.07803738318
101.7	-1.01775700935
101.8	-0.957476635514
101.9	-0.897196261682
102	-0.83691588785
102.1	-0.776635514019
102.2	-0.716355140187
102.3	-0.656074766355
102.4	-0.595794392523
102.5	-0.535514018692
102.6	-0.47523364486
102.7	-0.414953271028
102.8	-0.354672897196
102.9	-0.294392523364
103	-0.234112149533
