99.4	-3.76588785047
99.5	-3.70560747664
99.6	-3.6453271028
99.7	-3.58504672897
99.8	-3.52476635514
99.9	-3.46448598131
100	-3.40420560748
100.1	-3.34392523364
100.2	-3.28364485981
100.3	-3.22336448598
100.4	-3.16308411215
100.5	-3.10280373832
100.6	-3.04252336449
100.7	-2.98224299065
100.8	-2.92196261682
100.9	-2.86168224299
101	-2.80140186916
101.1	-2.74112149533
101.2	-2.6808411215
101.3	-2.62056074766
101.4	-2.56028037383
101.5	-2.5
101.6	-2.43971962617
101.7	-2.37943925234
101.8	-2.3191588785
101.9	-2.25887850467
102	-2.19859813084
102.1	-2.13831775701
102.2	-2.07803738318
102.3	-2.01775700935
102.4	-1.95747663551
102.5	-1.89719626168
102.6	-1.83691588785
102.7	-1.77663551402
102.8	-1.71635514019
102.9	-1.65607476636
103	-1.59579439252
103.1	-1.53551401869
103.2	-1.47523364486
103.3	-1.41495327103
103.4	-1.3546728972
103.5	-1.29439252336
103.6	-1.23411214953
