99.4	-3.76587548638
99.5	-3.70556420233
99.6	-3.64525291829
99.7	-3.58494163424
99.8	-3.52463035019
99.9	-3.46431906615
100	-3.4040077821
100.1	-3.34369649805
100.2	-3.28338521401
100.3	-3.22307392996
100.4	-3.16276264591
100.5	-3.10245136187
100.6	-3.04214007782
100.7	-2.98182879377
100.8	-2.92151750973
100.9	-2.86120622568
101	-2.80089494163
101.1	-2.74058365759
101.2	-2.68027237354
101.3	-2.61996108949
101.4	-2.55964980545
101.5	-2.4993385214
101.6	-2.43902723735
101.7	-2.37871595331
101.8	-2.31840466926
101.9	-2.25809338521
