98.2	-1.76587548638
98.3	-1.70556420233
98.4	-1.64525291829
98.5	-1.58494163424
98.6	-1.52463035019
98.7	-1.46431906615
98.8	-1.4040077821
98.9	-1.34369649805
99	-1.28338521401
99.1	-1.22307392996
99.2	-1.16276264591
99.3	-1.10245136187
99.4	-1.04214007782
99.5	-0.981828793774
99.6	-0.921517509728
99.7	-0.861206225681
99.8	-0.800894941634
99.9	-0.740583657588
100	-0.680272373541
100.1	-0.619961089494
100.2	-0.559649805447
100.3	-0.499338521401
100.4	-0.439027237354
100.5	-0.378715953307
100.6	-0.318404669261
100.7	-0.258093385214
